review_id,product_id,agent_name,sound,noise_cancel,comfort,customer_care,microphone,connectivity,price,built,bluetooth,bass,review_text
302221,139,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,positive,"Two things that are very important;>They aren't kidding how amazing the bass it>The buds themselves look a lot smaller in the picture. I swear they're almost pinkie-tip size (and I have pretty large hands)To put it bluntly, Sony is a great manufacturer for earbuds, so it doesn't matter what buds you buy as long as its from them. Maybe choose some smaller ones, but I can't really complain about these anyway. As long as I'm not trying to lay on my pillow (which is a pain regardless of earbud size), I couldn't be happier with them.Oh and the cords are flat which is nice. Helps keep them from turning into a survival-kit fishing net."
284053,121,sachin,positive,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"They sounded great but only last a month before you could not charge them anymore. **Once I posted this review I was contacted by SoundPEATS who informed me they had a 12 month warranty and they had shipped me a new pair.... needless to say I was blown away.However, before they contacted me about the old broken pair I had already ordered a new pair because they sound GREAT and feel even better. totally noise cancelling! I'm super impressed with the company and the product. Proud to be a customer!Thanks,  SoundPEATS."
285030,121,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,They work great. I???ve had to reinstall a couple times because I lost connection but it was quick and easy. I???m very happy with them.
296810,133,Shahrukh,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I read all the reviews of this product before I bought it. After trying the product, it far exceeded my expectations. I love these headphones. The sound quality is exceptional! I really wonder why/how anyone will give this product a less than excellent rating. I will never let some people's negative reviews hold me back, it almost did for this purchase. My dream has always been beats, but this product beat beats hands down!"
303076,140,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Easy use and good sound quality for the price. Use it when traveling so didn't need to purchase top dollar.
281940,118,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Good quality sound. I bought a back up pair just in case.
297478,134,Akshay,positive,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,"If you're looking at these headphones, there's a good chance you're looking for the perfect noise-cancelling headphones. After months of research and trying them out, I can confidently say these are the ones for me.The sound is crisp and really doesn't require any ""burning in"". The bass is resonant, and music is clear, as far as I'm aware.The noise-cancellation, on the other hand, is fantastic. The best place to test these is on flights -- as soon as I wear these, I immediately fall asleep, comfortably listening to my music while barely (and I mean, barely) hearing the plane's engines. Thankfully due to new TSA regulations, you can now wear these during the entirety of your flight.The adjustable headband is comfortable, and can be easily be worn for long periods of time. While the weight may be of concern to some (196 g), I believe it is negligible enough and similar to its competitors.Overall, these are a great pair of headphones. If you are looking for good, noise-cancelling headphones, look no further."
305259,142,TANVI TYAGI,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,Not discussed,"omg, these are awesome.  I groom dogs and when I use these no sound of the drier.  Since I only do one dog at a time, no need to have ears open to listen for other dogs.THese are a lovely sound, clear and I just love them.  Pricey but if I buy crap I wont use.  so bought the good ones."
297909,134,SIDAK,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"The first time I bought these the right side didn't work at all out of the box. I wanted to give them another shot so I got a replacement, but unfortunately after around 30 minutes of use the right side went silent . When they did work for the short amount of time they sounded great, but I would save yourself the trouble and get something more reliable."
305538,142,Akshay,Not discussed,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Puts an odd pressure on my right ear when noise cancelling is engaged like I need to pop my ear
281417,118,Shahrukh,positive,Not discussed,positive,Not discussed,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,"Excellent product with great sound from the headphones. Also excellent microphone quality and response.  Easy to use with my LG G6, nice features, reasonable price, quick charging, and comfortable.  I'd say buy it.  I did and I'm very glad I did."
280903,117,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Good Sound only had one day but I like them so far.
284207,121,Akshay,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I bought these wireless earbuds Dec2017 as a Christmas gift for my daughter.  She was very pleased with the ease of use and quality.  Unfortunately one earbud stopped working and they weren???t holding a charge any longer after about 10 months of use.  I contacted sound peats customer service online and they were very helpful in detailing a few steps to to attempt to reset and resync the earbuds.  After a few attempts, they confirmed that the earbuds were no longer useable and asked if I would accept a new pair under warranty.  I received a new pair a couple days later and must say I am quite pleased with the whole experience."
280239,117,AMIT,positive,Not discussed,positive,positive,positive,Not discussed,positive,Not discussed,Not discussed,positive,"First and foremost the best thing about these headphones is that they are a Cowin.  I'm 54 years old and have never had a customer service department react and fulfill a customer's needs as much as their department.  With that said, the headphones are extremely comfortable and very easy to wear.  The sound is very full with the highs and lows and has excellent base reflex. Not too much bass, like those sub woofers, just enough to make the music very full and rich.  The Mic works well, and I have used the headphones on several conversations, and everybody says they can hear me just fine.  In fact they usually hear whatever I'm doing in the background.  The ANC is good for the price point and filters out most of the background noise.  With that being said about the ANC, if you are wanting a really strong ANC, I would recommend the SE7 instead.  The price difference between the two units seems to be mostly used for the ANC. The battery is extremely strong and for me lasts all week long, and that's with me using it several days a week and for several hours at a time.  All in all these headphones are a perfect match for price and features."
282308,119,Ankit Saini,negative,Not discussed,Not discussed,Not discussed,positive,Not discussed,positive,Not discussed,positive,Not discussed,I would like to start this off by saying this was NOT what I expected - it was BETTER. The sound quality is crisp and can go decently loud. The over sized earphones fit comfortably over your ear. The Bluetooth connection works very well and stays connected. I have not had a problem with battery life either. I can listen seamlessly and turn it off for my next usage. The microphone works better than other 'cheaper' headhpones I have used.All-in-all this was a fantastic investment. I will definitely be purchasing more in the future.
286481,123,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"As a user of Audio Technica M50's, I love these headphones!"
299018,136,Akshay,positive,Not discussed,positive,Not discussed,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Easily the best headset I've ever used, beyond comfy, the sound quality is outstanding and you don't even feel these on your head because of how light they are!I do wish the Mic would work on consoles when gaming though"
298512,135,Ankit Saini,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Volume randomly goes up and down. Mostly low, then suddenly gets much louder. Average in every other regard."
297891,134,Shahrukh,positive,Not discussed,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Amazing headphones with great sound. Seems like the sound is better in the quiet mode, but regardless these are just top notch quailty and fit. The only issue I have is that on long flights I want to keep them on while I sleep for the noise reduction, but the volume makes them a bit uncomfortable for side sleeping and ears can get a bit hot. Highly recommended."
297600,134,sachin,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"Headphones worked fine for around 2 years, then suddenly stopped powering-on entirely. Sure enough, Bose doesn't repair or replace headphones that are outside the 1-year warranty. Basically left with a very expensive pair of ear-warmers."
306772,143,Shahrukh,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,Too big for my 6 yr old.
293472,130,Akshay,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Noise canceling is top notch for such a reasonable price!
279635,116,Shahrukh,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Husband loves his gift
289220,126,SIDAK,positive,Not discussed,neutral,Not discussed,Not discussed,positive,positive,positive,positive,Not discussed,"I just received these earbuds today. Just wanted to leave a review to confirm some of the other reviews in case you're looking through the reviews and see conflicting information. I workout 5x a week and have ruined 4 pairs of wired earbuds within a year so I decided to get these.Pros: They are lightweight and the sound is pretty good for this price. I don't think the bass is too much on these. Comes with plenty of accessories and a nice carrying case. They pair easily.Cons: As other reviewers have said, the wing tip is pretty much useless. It's just for decoration and does nothing to keep the earbuds in your ear. However, the earbuds are light and won't fall off so it isn't a real ""con."" Plenty of eartipd and a foam eartip for people with different ear size. Choose the one that best fits you and you shouldn't have any problem with it falling out.Hope that helped!"
306681,143,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,These easily broke with gentle use.
286310,123,Ankit Saini,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,"I bought this headphone in November 2017 and I???ve been using it for a year. The noise canceling feature works great, I used it on airplane and it blocked out all the noises. The sound quality is great, and it feels pretty sturdy in your hand. My only complaint is that your ears will feel quite hot after using them for a long time, but I suppose most over ear headphone have this problem."
304928,142,Priyanka Narula,positive,positive,positive,negative,Not discussed,Not discussed,negative,positive,positive,Not discussed,"So far so good.I bought it because I often forget taking earbuds on flights and have to buy them on flights which I quickly loose before my return trip! So I thought maybe carrying a sizeable wireless headphone will solve the problem considering the significant size.Additionally, it helps to watch and listen to TV program at home when others are doing their own thing without me distracting them.Pros:1.Sound quality is good.I like that the equalizer self adjusts to the sound continuously and you do not have to make any manual adjustment. The sound it delivers is undiluted. It is as rich as the sound coming out from our old Phillips surround speakers connected to an OPPO audio/video system.2.The cancellation effect is excellent.At a high level, it effectively cancels out all external ""noises"".  For safety reason, I use it on the low level so I can still be aware of my surrounding.3.It is very comfortable on my ears.I do not just place the ear piece over my ears .I deliberately make sure I place it over my ears coming from a back approach.That way the ear lobe sits into the recess and no pressure is applied on my ears.Then I push the piece up but not pull it down as one would normally do.Compared to prior headphones I had worn many years back for listening to music, my ears do not get uncomfortably warm after a prolong use, by prolong use, I mean wearing it for 20 minutes or more.I have worn this headphones for 5 hours continuously without feeling any discomfort of warmth or pressure to my ears.4.Have not tested the limit  of the battery life.But as noted above, it has  served me for 5 hours of continuous use.Also,I make sure I charge it after each use. I believe that the battery life will even be longer than it is today.5.The unit is not heavy to carry but I think that as the technology improves that lighter materials will be used to make it lighter. I have not tried using it to make hand free calls with my phone.Other reviewers say that, that feature works well.6.Reconnecting to any bluetooth devise automatically has always been smooth and seamless. Has excellent memory. Have not tried other brands to compare with, I doubt I can afford to do that.I am happy with this wireless headphone and will recommend it.Cons:1. Expensive.2.The manual that came with it was not very helpful.My wishes:1.That the system automatically shut itself off after 20 seconds of being taken off from the ears, if it does not detect any pressure from the ear pieces.This will save the battery life.2.That it has a storage compartment in it you can store the wired cable.3.That it comes with an ""instructive"" instruction manual. I had to go online to download a manual that made more sense.4.That I do not have to take it off my ears to listen to someone talking to me. Planatronics unit I have read has a feature to overcome this little incovenience. By placing your palm over the right ear piece makes you hear external sound and temporarily pauses the internal sound.Removing your palm, resumes the internal sound and cancels out the unwanted external source of sound.Boss could learn a thing from Planatronics here."
299292,136,Priyanka Narula,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"Great sound, comfortable. Easy to use, adjustable."
303356,140,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,I like the model completely . Only think I suggest it should be more long to stay on the neck.
308796,145,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,"Got these for my husband, he works in construction and he would like to listen to music but with his line of work wired earbuds would always get caught and pulled out.  He loves these! Talking on the phone to him is also clearer then any wired earbuds he's ever used! He's told me the sound is clear and also has very good bass. Only downside is they last only a couple hours but do make up for it in the charge time."
306202,143,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Bought these for our 3 and 5 year olds car trip.  They love em.
306489,143,Priyanka Narula,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,These are for my 6 year old daughter mainly for school. They are very cushioned and have good sound quality. The colors are vibrant.
292512,129,Shahrukh,positive,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I have been using these earphones for over a year now and they are hands down the best bang for the buck. I can go whole days without having to charge them, and the sound quality is fantastic. I lost my first pair, but I loved them so much I bought another pair.However, after a month of use, the power button stopped working, so I sent a support email to Anker customer service. They got back to me very vast and in a few days they sent me another pair free. Highly recommend this company and product."
287457,124,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,The product came on time and its working perfectly and the price is worth buying!!!!!
290457,127,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,"For the price, excellent product. Sound is good for both music and call quality."
305853,143,Akshay,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I ordered the headphones for my 6 year-old nephew. We try to teach him to take care of his things, but he???s 6, so accidents happen. The headphones have held up amazingly well. He never once complained about fit or comfort, and the seal on them is good. Possibly too good sometimes, since he can???t always hear his mother calling when he has them on."
285055,122,Ankit Saini,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"After 9 months of frustrating use, finally died over this past weekend. Every couple weeks it would start buzzing and only stop when plugging into charger to reset it. On/off button had become harder to push because the rubber cover seems to have shifted to the side and I can't put it back in place. Now doesn't work at all because for some reason is not recognized by my multiple devices (so its the headphones, not my device). For $200 I expect them to work longer than 9 months. Other less important issues: they talk too much! when turning on to pick up a call, it says several words which means you can't hear the other person, rubber cover on the volume switch popped off and can't fix, pulse isn't taken unless the app is open and active which means no analytics/graphs - you have to be looking at the app to get info - no ability to set a target HB range while exercising.  DO NOT BUY THESE - ZERO STARS."
287885,124,Akshay,positive,Not discussed,positive,Not discussed,Not discussed,positive,positive,Not discussed,Not discussed,Not discussed,"Love, Love, Love these.  great sound!, Great Price! Easy Pairing! very comfortable."
294536,131,sachin,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,positive,Not discussed,Not discussed,"My husband loves these. Very happy with this purchase. Great quality at an awesome price!! I may even buy a pair for myself. Also great company to buy from. Got an email to make sure my shipment arrived on schedule, and to help if we needed any troubleshooting to get the headphones connected to our phone."
303308,140,Akshay,Not discussed,Not discussed,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Hurts my head and ears, would like to return these headphones."
290626,127,Ankit Saini,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Awesome headphones! They fit over the ear - what I really needed. And the pairing & fidelity were perfect. Would buy again!
291847,128,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Great for car phone and listening to music while driving
284310,121,Shahrukh,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,Not discussed,"I have had these for 3 months now and wear them 5-6 days a week either running or at the gym. After going through a couple pair of Bose Soundsport and Beats Solo 3 workout earbuds, sound quality wise these are right up there. The sound control on the right side can be both a little finicky and heavy, wanting to bounce away after a while of use. The battery also does not quite last as long as the later products as I need to recharge after every 4-5 uses. But for the price, you are getting a surprisingly decent product for a fraction of the cost as the name brand workout earbuds."
296172,133,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"So disappointed. Just bought these a month ago and we have been very careful but still broke. very poorly constructed. It is my husband???s first pair of ???Sony??? headphones thinking it would be of quality but seeing same incident with other???s purchases, really not worth it."
285995,122,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Great sound, Bose of course. Good battery life. I get a few gym sessions out of them at a time. They also charge quickly. Usually takes less than an hour to fully charge."
287291,124,Ashish,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,positive,positive,Not discussed,positive,"Amazing!  Premium feel and look.  Sound is second to none, even when compared to headphones priced $100-$200 more.  Incredibly comfortable and the bass is better than any I???ve ever heard in a headphone.  This is my first day owning them and will wear them to the gym everyday so as long as they hold up, I can???t see a flaw yet."
297830,134,Akshay,positive,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"These headphones deliver great audio quality. I use them when watching movies on my iPad. The Bose headphones are also perfect for blocking unpleasant sounds during air travel. Little earbuds never fit my ears correctly; the Bose padded earphones provide a comfortable, cushioned delivery of chosen audio."
288997,125,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Very nice. Works very well.
285121,122,SIDAK,positive,neutral,positive,Not discussed,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,"These headphones are (almost) absolutely perfect. They sound better than my Jaybirds BlueBuds X and my old wired pair of Bose headphones. They are SUPER comfortable. Easy to use. They're super light in my ear and I never worry about them falling out. The SoundTrue tips from my old Bose headphones fit and worked perfectly, but made the sound a bit tinny, which is fine because I found these new SoundSport tips that came with the headphones to be more comfortable and sound better, but they do block out more noise. They aren't noise cancelling but don't expect to be able to have a conversation while wearing these. The wire is a bit thin so time will tell how it'll be hold up to wear and tear, and the volume/play buttons are a bit mushy, which isn't a complaint, I just prefer something more clicky. I'm guessing it's mushy because it's rubber for the water resistance. My biggest complaint, which is still a small one, is that the 6 hour battery life seems a bit short. They probably would've had to do something like the LG Tones do for more battery, so I'm okay with how they did it.All in all, I'm VERY happy with these. The thing that matters most is that they sound good, and they sound amazing."
307759,144,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Great pair of headphones especially with the prime price.
296039,133,Shahrukh,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,positive,I love these headphone!! That???s have great bass and sound. You can change the sounds with the companion app as well. I used these a lot in my ps4 and they work great. They do not function with Bluetooth for the ps4 but that does not bother me none. I love them for music as well!!
287618,124,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Been looking for head phones for awhile that were good and these are great would not buy anything else
303450,140,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Good sound good quality
285820,122,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,The sound is great.  A true Bose product.  Knocked down a star because the clip kept coming off.  It is small and hard to find.  It finally broke off and I am unable to locate it.  The clip made a difference in getting them to stay in place.
294736,131,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,negative,Not discussed,Not discussed,"I just got my headphones the other day and so far LOVE them. The sound is great, I love the foam hear things. Feel nice in my ears. Great price. What I dont like is they are kinda bulky."
302134,139,Ankit Saini,positive,Not discussed,negative,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,"These are truly amazing sounding headphones. I sacrifice a lot of pain to wear them though because they are so big to put in the ear. I need to find a pair of the same sound quality but in a different design because it really does hurt a lot at times when I wear them. Also, I've actually bought about 3 pairs of these in 3 years because of how good they sound. and it's really not a problem cause i've only spent around 30 bucks each time. I've put up with this because they sound.... great, amazing..."
289005,126,sachin,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,For $40 I think they are pretty high quality. My husband has the Beats version and he said they look pretty much identical. The sound quality is pretty good. I like that I can talk on the phone using them. I have small ears so it was a concern for me that they would fall off. I went to the gym and tested them out and they worked out great. I have wore them around the house for 3 hours at a time and they didn't cause any pain or soreness. Score! I purchased the extended warranty to go along with them too. My husband is considering buying a pair too. Awesome buy!
295510,132,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Easy to set up and use. Kinda quiet for my liking.
304085,141,Shahrukh,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,positive,negative,Not discussed,Not discussed,"These headphones are GREAT, what???s not to like about them, sound quality is Excellent, and they are the most comfortable pair of earphones I ever owned , I???ve used them a lot to listen to music/ YouTube etc. while I???m at work, Gym, And just in day to day life ,And I really haven???t encountered any issues with these at all , the only slight cons that I can think of is that you can???t use the left bud without the right ( but really hasn???t bothered me since battery life has been great and charges quickly ), and they are a little on the big side but nothing that???s annoying , but Overall five stars worth the money , everything about them feels high quality"
301664,138,Akshay,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Nice headset. Good sound very comfortable to wear and  I wear glasses.
290428,127,Akshay,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"They are very comfortable & that's very important to me, & they sound great."
285845,122,Ashish,positive,Not discussed,positive,Not discussed,positive,positive,Not discussed,positive,positive,Not discussed,"I???ve had Bose earbuds for years. After wearing mine out and waiting until I absolutely needed a new pair I went with these and I am not disappointed. They work flawlessly, fit comfortably and are amazing quality. Can listen and talk via Bluetooth, has volume control, come with multiple sized ear pieces and fun colors! You won???t regret buying these."
296369,133,sachin,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Got these for my son for Christmas. They worked great at first but know they won't keep a charge. Disappointing for sure.
305929,143,Shahrukh,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,I bought these headphones for my almost 4 year old grandson.  They are the perfect size for his growing head.  He likes to lay down and watch his iPad and he's able to keep these one for quite a while without feeling uncomfortable.  The sound level is also very kid friendly.
295678,132,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,positive,neutral,Not discussed,Not discussed,"So let me say these are fantastic earphones, but a terrible wireless.  I've owned lots of headphones over the years from studio cans, to high end Bluetooth, to Hifi systems.  Let me say I am the kind of guy who is very particular about the quality of their music.So let me say these headphones are quite solid.  They are not the best I have ever heard, but I will give these a thumbs up.  When one considers they are budget priced earbuds they are very good for casual listening, such as when exercising, or in my case doing yardwork.  They paired easy, fit great, and were simple to use.  I am pairing these to a Galaxy Note 5.  The APT-X codec means you get get quality sound without the bass being dropped out like with many budget BT phones.The problem?  I know the antenna is in the little control pod on the left earbud's side of the wire.  How do I know this?  Because they cut out *Constantly* when using them outside.  If any part of my body covers this pod these cut out.  Why outside?  Well because inside the BT radio signal from your phone bounces off everything close to you.  Outside in open space these cannot rely on that crutch.  The antenna is too weak to pick up the signal though my own body.  In my pocket, with the wire around the back of my neck the pod sits on top of my shoulder.  My chest/torso might as well be solid lead as far as these are concerned.  I fact its so bad I can put my hand around the pod and these cut out completely and lose connection.This is rather poor because I have used can style BT phones that work 30 feet away though 4 walls even metal objects.  These cannot cover 2.8 feet and a portion of my wet sack of meat.  That makes these a no-go for me since I can't pocket my phone outdoors, that is objectively worse than dealing with a wire."
283862,120,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Works as hoped. No complaints.
303460,140,Priyanka Narula,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,These are awesome.
297322,134,AMIT,negative,positive,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,Not discussed,"So, I was super hyped by all the positive reviews, and couldn't wait to have my mind blown...meh, it didn't happen.Let me just say I have a pair of NC Panasonics and another of AGPtEKs, and while yes, the QC25s are superior ONLY in SOME categories (noise cancelling [A+], and volume[A]) in other categories the grading was actually the same (range, sound quality, crispness, fidelity).The bottom line for me is, if I'm going to spend 300 bucks on something this small, it better blow away the competition by a long shot, not just slightly...slightly is not worth the extra 270 USD!!...yes, you read that right, these are 10x the price, but deliver 1.1x the wow factor.Aesthetically they look great, but I was looking for sound quality not aesthetics.All in All, these are OK, but definitely, in my opinion not worth 300 bucks.If you travel a lot you may consider paying the premium for the Superior Noise Cancelling...I don't, so I sent them back and will do something more productive with the $$."
289447,126,Ankit Saini,positive,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,neutral,positive,Not discussed,"Had these for 4 months now, and they've been the best pair I've had at this price point.Pros:- Good battery life, I usually only need to charge every other day or so- Earbuds EASILY stay in, not a chance of them falling out due to the around-the-ear clip, great for running- Really good sound indoors or on vehicles (where there's no wind)- Once the bluetooth is synced to the phone/laptop, it automatically syncs every time on power-up, no issues there.Cons:- Loud wind sounds when running/cycling, but at the same time better situational awareness of sounds, so not the worst.- Low-battery beep sound is confusing and annoying, took me weeks to figure out what was going on.- Sometimes it has a phantom disconnect/reconnect to bluetooth which has a jarring ""DISCONNECTED/CONNECTED"" voice."
299415,136,Ankit Saini,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"My son is very happy with these. He uses them every day, great product!"
296158,133,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,"Not the best, but good for the money."
285415,122,Shahrukh,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,Not discussed,"I bought these as a gift for myself for my birthday.  I have only used them a handful of times.  I fully charged them last night and by the time I walked to my gym around the corner, it was already at 80%.  When I got out from the gym an hour later, it was already at 30%.  I just recharged them so they should have been at 100%, but again, they were at 80% to start.  I've only had them for four months and I'm so disappointed because the sound quality is excellent, but I'd expect them to last longer for the price I paid."
